sale_id,product_id,sale_date,quantity,price
87,114,2024-01-04,3,34.2
88,195,2024-01-04,6,70.74
89,148,2024-01-04,8,76.53
90,115,2024-01-04,2,19.39
91,172,2024-01-04,4,43.06
92,178,2024-01-04,7,50.87
93,187,2024-01-04,1,38.79
94,162,2024-01-04,1,35.6
95,140,2024-01-04,7,70.21
96,185,2024-01-04,7,25.51
97,180,2024-01-05,1,72.39
98,182,2024-01-05,1,93.83
99,153,2024-01-05,4,58.69
100,124,2024-01-05,5,63.09
101,126,2024-01-05,5,11.55
102,189,2024-01-05,4,87.13
103,160,2024-01-05,8,32.12
104,141,2024-01-05,7,63.43
105,129,2024-01-05,9,98.02
106,115,2024-01-05,7,61.57
107,145,2024-01-05,1,73.85
108,165,2024-01-05,7,47.31
109,189,2024-01-05,1,10.73
110,171,2024-01-05,7,80.77
111,109,2024-01-05,8,8.32
112,188,2024-01-05,9,71.56
113,101,2024-01-05,3,7.18
114,108,2024-01-05,4,86.92
115,188,2024-01-05,4,19.98
116,163,2024-01-05,9,53.86
117,111,2024-01-05,7,61.73
118,181,2024-01-05,3,48.47
119,108,2024-01-05,5,37.37
120,135,2024-01-05,7,49.44
121,135,2024-01-06,8,34.58
122,133,2024-01-06,1,46.62
123,105,2024-01-06,2,39.1
124,141,2024-01-06,7,58.79
125,128,2024-01-06,2,27.6
126,107,2024-01-06,7,98.92
127,173,2024-01-06,9,52.58
128,172,2024-01-06,2,23.45
129,112,2024-01-06,7,50.32
130,134,2024-01-06,4,87.31
131,133,2024-01-06,2,7.07
132,148,2024-01-06,7,69.56
133,123,2024-01-06,5,57.06
134,162,2024-01-06,1,21.11
135,188,2024-01-06,5,82.66
136,137,2024-01-06,3,40.04
137,199,2024-01-06,7,32.91
138,144,2024-01-06,6,83.67
139,186,2024-01-06,8,65.66
140,191,2024-01-06,5,90.33
141,135,2024-01-06,2,64.84
142,165,2024-01-06,9,75.38
143,199,2024-01-06,8,84.46
144,147,2024-01-06,6,10.2
145,178,2024-01-07,7,78.72
146,103,2024-01-07,9,63.3
147,101,2024-01-07,7,11.6
148,105,2024-01-07,3,53.31
149,190,2024-01-07,6,12.83
150,114,2024-01-07,7,74.91
151,127,2024-01-07,2,56.92
152,109,2024-01-07,3,95.59
153,179,2024-01-07,4,22.4
154,115,2024-01-07,6,62.57
155,190,2024-01-07,1,25.1
156,142,2024-01-07,9,63.34
157,177,2024-01-07,5,73.65
158,151,2024-01-07,7,73.62
159,163,2024-01-07,9,82.43
160,196,2024-01-07,9,86.09
161,152,2024-01-07,1,12.34
162,196,2024-01-07,1,37.61
163,104,2024-01-07,3,70.28
164,194,2024-01-07,6,52.37
165,123,2024-01-07,2,23.11
166,115,2024-01-07,1,57.51
167,143,2024-01-07,1,43.71
168,129,2024-01-07,5,42.05
169,136,2024-01-08,4,81.93
170,113,2024-01-08,1,43.72
171,132,2024-01-08,4,7.51
172,171,2024-01-08,3,10.52
173,159,2024-01-08,2,86.34
174,186,2024-01-08,9,96.26
175,128,2024-01-08,1,70.4
176,166,2024-01-08,7,39.61
177,142,2024-01-08,4,94.17
178,145,2024-01-08,5,67.97
179,162,2024-01-08,5,85.21
180,157,2024-01-08,1,77.76
181,106,2024-01-08,6,41.02
182,128,2024-01-08,9,50.48
183,128,2024-01-08,2,22.68
184,144,2024-01-08,7,32.74
185,184,2024-01-08,6,78.92
186,130,2024-01-08,5,89.93
187,162,2024-01-08,4,73.82
188,175,2024-01-08,4,49.19
189,192,2024-01-08,6,13.22
190,189,2024-01-08,4,10.41
191,162,2024-01-08,5,40.56
192,197,2024-01-08,6,49.06
193,101,2024-01-09,5,62.87
194,127,2024-01-09,7,5.62
195,162,2024-01-09,9,99.02
196,177,2024-01-09,7,39.57
197,103,2024-01-09,7,85.57
198,170,2024-01-09,4,55.82
199,172,2024-01-09,1,17.39
200,127,2024-01-09,8,80.77
201,109,2024-01-09,4,72.43
202,162,2024-01-09,1,55.11
203,137,2024-01-09,5,53.88
204,197,2024-01-09,8,13.31
205,151,2024-01-09,4,67.31
206,144,2024-01-09,8,91.57
207,124,2024-01-09,8,13.86
208,179,2024-01-09,3,30.03
209,159,2024-01-09,9,90.72
210,132,2024-01-09,3,32.01
211,196,2024-01-09,1,67.12
212,188,2024-01-09,2,55.81
213,152,2024-01-09,6,61.65
214,162,2024-01-09,2,44.5
215,158,2024-01-09,6,33.5
216,152,2024-01-09,1,9.61
217,112,2024-01-10,1,75.71
218,139,2024-01-10,5,75.88
219,102,2024-01-10,9,68.72
220,103,2024-01-10,8,66.15
221,156,2024-01-10,3,28.15
222,181,2024-01-10,3,7.12
223,159,2024-01-10,1,81.83
224,102,2024-01-10,3,51.66
225,102,2024-01-10,1,34.15
226,192,2024-01-10,8,14.68
227,154,2024-01-10,1,10.96
228,187,2024-01-10,5,38.14
229,196,2024-01-10,9,81.45
230,197,2024-01-10,7,92.28
231,101,2024-01-10,4,90.19
232,119,2024-01-10,9,92.4
233,102,2024-01-10,9,91.23
234,153,2024-01-10,2,55.09
235,144,2024-01-10,6,25.84
236,190,2024-01-10,4,80.81
237,132,2024-01-10,8,25.3
238,170,2024-01-10,7,30.38
239,132,2024-01-10,7,27.16
240,168,2024-01-10,9,53.92
241,155,2024-01-11,5,35.57
242,175,2024-01-11,6,19.64
243,156,2024-01-11,1,48.05
244,117,2024-01-11,6,88.02
245,138,2024-01-11,2,59.2
246,124,2024-01-11,6,88.44
247,169,2024-01-11,9,23.61
248,198,2024-01-11,8,20.86
249,170,2024-01-11,9,59.68
250,186,2024-01-11,8,49.02
251,111,2024-01-11,3,67.72
252,116,2024-01-11,8,80.49
253,197,2024-01-11,6,76.37
254,173,2024-01-11,6,94.51
255,159,2024-01-11,6,42.83
256,170,2024-01-11,3,24.61
257,180,2024-01-11,1,57.34
258,193,2024-01-11,4,15.52
259,103,2024-01-11,6,32.44
260,120,2024-01-11,2,24.75
261,159,2024-01-11,7,42.67
262,136,2024-01-11,7,15.57
263,119,2024-01-11,4,8.02
264,190,2024-01-11,4,67.4
265,167,2024-01-12,1,62.97
266,119,2024-01-12,2,72.29
267,120,2024-01-12,9,67.74
268,196,2024-01-12,8,15.86
269,171,2024-01-12,8,32.65
270,152,2024-01-12,9,17.31
271,133,2024-01-12,7,85.08
272,140,2024-01-12,9,75.96
273,139,2024-01-12,2,24.15
274,182,2024-01-12,6,37.42
275,101,2024-01-12,3,96.83
276,111,2024-01-12,6,61.45
277,192,2024-01-12,3,81.11
278,157,2024-01-12,8,30.14
279,189,2024-01-12,4,24.96
280,150,2024-01-12,6,79.47
281,123,2024-01-12,9,70.16
282,131,2024-01-12,2,69.69
283,194,2024-01-12,2,57.5
284,142,2024-01-12,7,58.54
285,199,2024-01-12,2,74.89
286,107,2024-01-12,2,30.65
287,116,2024-01-12,4,38.51
288,190,2024-01-12,9,87.81
289,160,2024-01-13,8,34.34
290,102,2024-01-13,2,56.9
291,101,2024-01-13,8,71.75
292,148,2024-01-13,4,99.99
293,112,2024-01-13,2,46.35
294,169,2024-01-13,7,45.67
295,137,2024-01-13,6,85.05
296,132,2024-01-13,5,81.52
297,109,2024-01-13,1,74.45
298,199,2024-01-13,2,49.01
299,119,2024-01-13,8,35.77
300,148,2024-01-13,1,62.83
301,180,2024-01-13,3,88.24
302,103,2024-01-13,2,88.96
303,120,2024-01-13,5,15.31
304,124,2024-01-13,4,45.69
305,154,2024-01-13,7,49.15
306,133,2024-01-13,5,97.87
307,124,2024-01-13,8,69.41
308,175,2024-01-13,4,43.69
309,172,2024-01-13,6,7.48
310,136,2024-01-13,4,58.71
311,138,2024-01-13,2,14.13
312,184,2024-01-13,1,84.27
313,199,2024-01-14,1,76.49
314,189,2024-01-14,8,48.75
315,199,2024-01-14,4,45.78
316,125,2024-01-14,5,90.25
317,193,2024-01-14,8,32.4
318,118,2024-01-14,7,28.66
319,182,2024-01-14,8,94.22
320,166,2024-01-14,8,81.88
321,154,2024-01-14,6,82.96
322,135,2024-01-14,2,23.54
323,180,2024-01-14,6,18.61
324,161,2024-01-14,1,7.47
325,141,2024-01-14,1,27.52
326,200,2024-01-14,3,78.55
327,133,2024-01-14,3,27.8
328,168,2024-01-14,5,74.26
329,133,2024-01-14,1,28.93
330,114,2024-01-14,6,42.55
331,121,2024-01-14,7,98.4
332,148,2024-01-14,3,28.26
333,120,2024-01-14,4,40.76
334,108,2024-01-14,3,33.6
335,107,2024-01-14,1,15.41
336,167,2024-01-14,8,51.54
337,117,2024-01-15,2,40.98
338,133,2024-01-15,1,71.01
339,148,2024-01-15,8,82.67
340,176,2024-01-15,7,56.7
341,159,2024-01-15,7,8.06
342,186,2024-01-15,4,63.8
343,122,2024-01-15,9,10.26
344,130,2024-01-15,6,63.55
345,138,2024-01-15,2,70.08
346,151,2024-01-15,1,23.79
347,154,2024-01-15,1,82.84
348,108,2024-01-15,9,91.55
349,127,2024-01-15,4,82.24
350,127,2024-01-15,5,33.99
351,198,2024-01-15,3,60.73
352,121,2024-01-15,4,91.91
353,130,2024-01-15,8,35.46
354,197,2024-01-15,4,82.9
355,128,2024-01-15,9,5.9
356,164,2024-01-15,9,5.35
357,197,2024-01-15,6,77.17
358,169,2024-01-15,2,77.34
359,161,2024-01-15,7,79.95
360,148,2024-01-15,9,93.35
361,119,2024-01-16,6,16.2
362,104,2024-01-16,3,27.04
363,135,2024-01-16,7,90.85
364,164,2024-01-16,5,21.84
365,149,2024-01-16,1,69.81
366,117,2024-01-16,3,55.39
367,144,2024-01-16,5,12.9
368,192,2024-01-16,7,32.1
369,130,2024-01-16,3,54.44
370,193,2024-01-16,6,85.97
371,146,2024-01-16,5,72.22
372,106,2024-01-16,1,64.08
373,199,2024-01-16,6,52.12
374,137,2024-01-16,8,33.37
375,124,2024-01-16,1,16.33
376,193,2024-01-16,2,43.86
377,146,2024-01-16,4,7.71
378,153,2024-01-16,2,25.05
379,195,2024-01-16,9,46.09
380,199,2024-01-16,8,44.77
381,160,2024-01-16,8,9.21
382,197,2024-01-16,4,60.96
383,163,2024-01-16,5,57.22
384,185,2024-01-16,4,12.42
385,132,2024-01-17,9,94.6
386,187,2024-01-17,2,14.44
387,133,2024-01-17,8,86.21
388,167,2024-01-17,2,5.03
389,118,2024-01-17,1,88.82
390,125,2024-01-17,3,6.87
391,195,2024-01-17,9,76.99
392,154,2024-01-17,3,39.36
393,158,2024-01-17,9,75.13
394,167,2024-01-17,7,43.17
395,146,2024-01-17,1,11.74
396,124,2024-01-17,5,77.91
397,132,2024-01-17,9,11.77
398,147,2024-01-17,3,92.6
399,186,2024-01-17,9,9.84
400,123,2024-01-17,5,50.54
401,166,2024-01-17,9,73.69
402,127,2024-01-17,6,42.36
403,102,2024-01-17,9,25.64
404,190,2024-01-17,7,77.11
405,117,2024-01-17,7,79.51
406,133,2024-01-17,8,92.66
407,109,2024-01-17,7,40.74
408,143,2024-01-17,9,53.09
409,148,2024-01-18,9,39.5
410,139,2024-01-18,6,29.42
411,193,2024-01-18,7,76.35
412,142,2024-01-18,2,37.27
413,126,2024-01-18,9,45.67
414,199,2024-01-18,1,43.35
415,150,2024-01-18,1,72.7
416,125,2024-01-18,3,92.19
417,124,2024-01-18,6,68.34
418,113,2024-01-18,5,49.8
419,160,2024-01-18,2,79.02
420,107,2024-01-18,9,65.89
421,157,2024-01-18,4,10.76
422,136,2024-01-18,4,14.09
423,145,2024-01-18,5,8.6
424,120,2024-01-18,8,48.4
425,165,2024-01-18,4,83.46
426,108,2024-01-18,5,34.74
427,116,2024-01-18,4,41.5
428,114,2024-01-18,6,91.4
429,176,2024-01-18,3,84.51
430,187,2024-01-18,8,68.18
431,115,2024-01-18,6,30.35
432,192,2024-01-18,5,16.12
433,198,2024-01-19,2,6.53
434,166,2024-01-19,7,15.17
435,132,2024-01-19,2,32.8
436,187,2024-01-19,1,57.42
437,163,2024-01-19,7,11.08
438,186,2024-01-19,5,17.94
439,151,2024-01-19,1,22.2
440,125,2024-01-19,4,65.04
441,158,2024-01-19,4,63.5
442,163,2024-01-19,7,57.32
443,162,2024-01-19,9,28.8
444,122,2024-01-19,2,40.26
445,158,2024-01-19,1,14.19
446,158,2024-01-19,2,26.51
447,186,2024-01-19,7,90.28
448,149,2024-01-19,6,98.07
449,152,2024-01-19,4,66.53
450,142,2024-01-19,1,92.1
451,170,2024-01-19,1,66.06
452,115,2024-01-19,5,8.15
453,154,2024-01-19,1,99.69
454,160,2024-01-19,7,14.4
455,197,2024-01-19,1,69.85
456,108,2024-01-19,1,29.02
457,153,2024-01-20,2,42.24
458,160,2024-01-20,3,66.36
459,105,2024-01-20,1,46.47
460,168,2024-01-20,9,28.8
461,106,2024-01-20,8,36.77
462,196,2024-01-20,5,37.45
463,194,2024-01-20,2,96.14
464,147,2024-01-20,5,80.87
465,199,2024-01-20,6,48.56
466,155,2024-01-20,1,23.98
467,140,2024-01-20,4,82.05
468,152,2024-01-20,9,19.93
469,116,2024-01-20,2,24.99
470,113,2024-01-20,5,39.77
471,130,2024-01-20,1,88.63
472,119,2024-01-20,4,17.52
473,117,2024-01-20,4,16.61
474,163,2024-01-20,6,51.93
475,119,2024-01-20,9,31.26
476,192,2024-01-20,3,59.03
477,158,2024-01-20,9,47.91
478,155,2024-01-20,6,46.32
479,190,2024-01-20,7,15.64
480,190,2024-01-20,2,18.4
481,162,2024-01-21,6,83.0
482,123,2024-01-21,6,89.16
483,109,2024-01-21,2,27.29
484,112,2024-01-21,2,15.78
485,101,2024-01-21,2,10.07
486,158,2024-01-21,1,62.79
487,101,2024-01-21,5,72.96
488,134,2024-01-21,8,40.42
489,196,2024-01-21,2,69.57
490,148,2024-01-21,5,72.73
491,189,2024-01-21,8,93.86
492,101,2024-01-21,5,11.16
493,116,2024-01-21,2,23.27
494,161,2024-01-21,3,11.51
495,164,2024-01-21,6,87.46
496,163,2024-01-21,5,80.3
497,169,2024-01-21,4,59.59
498,122,2024-01-21,4,12.95
499,193,2024-01-21,5,30.96
500,167,2024-01-21,2,33.28
501,176,2024-01-21,9,58.27
502,126,2024-01-21,2,29.51
503,116,2024-01-21,2,11.93
504,151,2024-01-21,9,74.42
505,186,2024-01-22,3,33.41
506,157,2024-01-22,7,47.98
507,129,2024-01-22,4,17.13
508,178,2024-01-22,6,81.24
509,192,2024-01-22,4,58.73
510,169,2024-01-22,7,90.65
511,147,2024-01-22,1,52.07
512,194,2024-01-22,3,94.44
513,162,2024-01-22,3,89.73
514,169,2024-01-22,1,59.76
515,176,2024-01-22,6,93.72
516,116,2024-01-22,9,35.69
517,190,2024-01-22,8,39.74
518,190,2024-01-22,7,9.32
519,148,2024-01-22,8,60.97
520,185,2024-01-22,6,73.58
521,139,2024-01-22,9,78.48
522,200,2024-01-22,3,19.23
523,133,2024-01-22,9,47.2
524,194,2024-01-22,4,21.8
525,123,2024-01-22,7,67.9
526,110,2024-01-22,9,20.0
527,169,2024-01-22,2,90.9
528,200,2024-01-22,2,26.91
529,134,2024-01-23,9,32.68
530,152,2024-01-23,3,85.84
531,195,2024-01-23,9,48.55
532,110,2024-01-23,5,7.28
533,119,2024-01-23,6,51.99
534,158,2024-01-23,2,13.03
535,196,2024-01-23,8,98.61
536,101,2024-01-23,9,60.87
537,169,2024-01-23,2,29.37
538,104,2024-01-23,6,58.55
539,116,2024-01-23,6,12.3
540,124,2024-01-23,8,80.99
541,180,2024-01-23,5,92.91
542,102,2024-01-23,9,88.07
543,192,2024-01-23,1,37.47
544,132,2024-01-23,9,35.95
545,191,2024-01-23,7,8.33
546,184,2024-01-23,4,66.88
547,124,2024-01-23,3,55.82
548,112,2024-01-23,6,48.64
549,150,2024-01-23,1,91.22
550,135,2024-01-23,3,20.95
551,133,2024-01-23,2,5.92
552,133,2024-01-23,9,11.97
553,161,2024-01-24,3,26.22
554,151,2024-01-24,2,8.16
555,143,2024-01-24,4,52.77
556,112,2024-01-24,2,34.84
557,167,2024-01-24,1,22.15
558,165,2024-01-24,6,76.26
559,133,2024-01-24,8,24.42
560,140,2024-01-24,2,70.32
561,174,2024-01-24,9,38.18
562,143,2024-01-24,3,53.62
563,144,2024-01-24,8,93.72
564,129,2024-01-24,8,8.55
565,113,2024-01-24,3,52.53
566,112,2024-01-24,3,86.17
567,195,2024-01-24,6,60.86
568,146,2024-01-24,1,31.3
569,102,2024-01-24,4,42.78
570,135,2024-01-24,1,69.63
571,187,2024-01-24,3,89.63
572,181,2024-01-24,9,8.9
573,190,2024-01-24,5,11.8
574,108,2024-01-24,5,35.88
575,193,2024-01-24,4,27.11
576,126,2024-01-24,3,30.17
577,174,2024-01-25,5,26.02
578,190,2024-01-25,4,23.6
579,134,2024-01-25,8,17.41
580,107,2024-01-25,4,93.73
581,168,2024-01-25,8,18.7
582,158,2024-01-25,6,24.42
583,175,2024-01-25,5,28.4
584,129,2024-01-25,4,93.64
585,136,2024-01-25,4,76.79
586,189,2024-01-25,4,80.02
587,121,2024-01-25,9,14.95
588,136,2024-01-25,4,84.45
589,110,2024-01-25,9,43.78
590,173,2024-01-25,6,29.97
591,124,2024-01-25,7,59.7
592,164,2024-01-25,3,83.11
593,199,2024-01-25,8,78.97
594,149,2024-01-25,3,89.55
595,199,2024-01-25,1,93.17
596,136,2024-01-25,5,27.62
597,182,2024-01-25,2,45.27
598,196,2024-01-25,6,6.39
599,124,2024-01-25,9,88.54
600,123,2024-01-25,1,19.68
601,162,2024-01-26,4,86.84
602,196,2024-01-26,1,36.29
603,137,2024-01-26,1,39.97
604,112,2024-01-26,8,8.72
605,155,2024-01-26,2,36.05
606,113,2024-01-26,1,89.39
607,123,2024-01-26,8,7.43
608,189,2024-01-26,4,43.6
609,199,2024-01-26,3,7.98
610,130,2024-01-26,4,40.24
611,117,2024-01-26,5,21.4
612,162,2024-01-26,1,28.96
613,184,2024-01-26,1,88.37
614,189,2024-01-26,3,46.42
615,186,2024-01-26,6,31.01
616,113,2024-01-26,1,60.99
617,159,2024-01-26,2,18.5
618,119,2024-01-26,7,29.64
619,149,2024-01-26,1,56.89
620,200,2024-01-26,7,27.56
621,112,2024-01-26,4,69.52
622,161,2024-01-26,6,51.69
623,119,2024-01-26,8,78.34
624,176,2024-01-26,9,95.08
625,109,2024-01-27,6,16.0
626,171,2024-01-27,9,36.79
627,128,2024-01-27,4,35.36
628,178,2024-01-27,6,19.36
629,195,2024-01-27,8,81.98
630,152,2024-01-27,9,77.19
631,183,2024-01-27,3,51.02
632,116,2024-01-27,2,56.09
633,169,2024-01-27,6,10.66
634,199,2024-01-27,4,57.77
635,112,2024-01-27,1,80.18
636,125,2024-01-27,8,59.51
637,152,2024-01-27,9,30.2
638,185,2024-01-27,9,68.42
639,200,2024-01-27,2,39.34
640,153,2024-01-27,9,56.76
641,123,2024-01-27,7,51.32
642,116,2024-01-27,5,41.21
643,157,2024-01-27,7,73.29
644,139,2024-01-27,9,88.97
645,153,2024-01-27,8,5.5
646,142,2024-01-27,6,93.69
647,158,2024-01-27,4,53.59
648,139,2024-01-27,1,71.57
649,114,2024-01-28,6,86.28
650,195,2024-01-28,3,49.37
651,105,2024-01-28,6,84.32
652,135,2024-01-28,6,21.87
653,187,2024-01-28,4,20.12
654,193,2024-01-28,2,67.46
655,175,2024-01-28,9,87.66
656,118,2024-01-28,2,89.78
657,176,2024-01-28,3,66.16
658,109,2024-01-28,1,54.92
659,174,2024-01-28,7,36.48
660,158,2024-01-28,1,98.1
661,117,2024-01-28,9,35.37
662,107,2024-01-28,1,75.7
663,146,2024-01-28,5,55.54
664,113,2024-01-28,7,62.81
665,140,2024-01-28,3,42.38
666,142,2024-01-28,9,96.66
667,109,2024-01-28,8,59.31
668,150,2024-01-28,3,94.09
669,127,2024-01-28,5,5.72
670,166,2024-01-28,7,59.4
671,105,2024-01-28,4,73.13
672,129,2024-01-28,5,75.78
673,137,2024-01-29,3,90.97
674,138,2024-01-29,9,5.42
675,183,2024-01-29,9,5.03
676,108,2024-01-29,7,49.87
677,165,2024-01-29,2,7.78
678,186,2024-01-29,7,97.58
679,117,2024-01-29,7,26.1
680,171,2024-01-29,5,49.9
681,189,2024-01-29,9,10.81
682,145,2024-01-29,3,54.59
683,104,2024-01-29,4,41.1
684,136,2024-01-29,1,9.24
685,170,2024-01-29,6,36.84
686,131,2024-01-29,4,42.19
687,119,2024-01-29,1,99.04
688,161,2024-01-29,2,24.75
689,154,2024-01-29,3,56.75
690,139,2024-01-29,9,98.79
691,191,2024-01-29,8,80.24
692,174,2024-01-29,7,99.37
693,190,2024-01-29,4,96.99
694,119,2024-01-29,1,51.51
695,139,2024-01-29,8,71.16
696,167,2024-01-29,4,15.49
697,145,2024-01-30,3,46.91
698,113,2024-01-30,9,81.86
699,192,2024-01-30,4,53.01
700,158,2024-01-30,4,71.76
701,120,2024-01-30,9,75.85
702,192,2024-01-30,2,29.08
703,172,2024-01-30,5,88.19
704,161,2024-01-30,4,48.68
705,139,2024-01-30,9,24.97
706,101,2024-01-30,5,87.21
707,103,2024-01-30,9,44.69
708,177,2024-01-30,9,76.28
709,192,2024-01-30,2,57.06
710,162,2024-01-30,9,41.28
711,163,2024-01-30,3,81.94
712,125,2024-01-30,4,60.52
713,156,2024-01-30,1,42.1
714,133,2024-01-30,1,15.41
715,138,2024-01-30,1,90.07
716,106,2024-01-30,9,8.37
717,158,2024-01-30,8,87.0
718,144,2024-01-30,5,39.2
719,145,2024-01-30,5,65.74
720,132,2024-01-30,9,92.61
721,145,2024-01-31,3,19.41
722,161,2024-01-31,3,58.86
723,147,2024-01-31,7,77.62
724,121,2024-01-31,9,76.97
725,180,2024-01-31,6,54.94
726,185,2024-01-31,2,64.35
727,175,2024-01-31,1,76.97
728,136,2024-01-31,2,84.9
729,199,2024-01-31,1,77.37
730,119,2024-01-31,9,38.63
731,120,2024-01-31,8,99.69
732,157,2024-01-31,7,46.28
733,118,2024-01-31,3,7.32
734,147,2024-01-31,8,39.45
735,149,2024-01-31,2,17.14
736,114,2024-01-31,2,16.54
737,115,2024-01-31,3,31.75
738,131,2024-01-31,7,10.07
739,101,2024-01-31,1,70.41
740,154,2024-01-31,8,12.03
741,103,2024-01-31,7,24.31
742,116,2024-01-31,4,13.83
743,187,2024-01-31,5,11.0
744,157,2024-01-31,1,30.44
745,175,2024-02-01,4,59.33
746,112,2024-02-01,1,96.65
747,174,2024-02-01,1,88.18
748,196,2024-02-01,1,88.21
749,116,2024-02-01,7,21.73
750,172,2024-02-01,7,30.17
751,176,2024-02-01,4,12.26
752,124,2024-02-01,2,78.95
753,128,2024-02-01,3,11.63
754,108,2024-02-01,8,57.89
755,192,2024-02-01,8,28.55
756,136,2024-02-01,6,28.13
757,190,2024-02-01,9,99.12
758,108,2024-02-01,9,76.89
759,158,2024-02-01,4,84.51
760,160,2024-02-01,1,59.34
761,150,2024-02-01,1,87.75
762,128,2024-02-01,5,66.32
763,192,2024-02-01,2,94.89
764,141,2024-02-01,6,31.73
765,200,2024-02-01,7,61.56
766,164,2024-02-01,1,70.56
767,127,2024-02-01,6,42.33
768,163,2024-02-01,8,88.57
769,117,2024-02-02,5,98.08
770,173,2024-02-02,7,51.91
771,133,2024-02-02,6,42.11
772,184,2024-02-02,4,49.83
773,177,2024-02-02,7,86.01
774,192,2024-02-02,9,66.32
775,129,2024-02-02,7,9.25
776,113,2024-02-02,5,56.51
777,146,2024-02-02,7,6.64
778,135,2024-02-02,3,78.96
779,106,2024-02-02,2,36.19
780,182,2024-02-02,5,49.84
781,169,2024-02-02,4,80.87
782,147,2024-02-02,5,9.41
783,125,2024-02-02,8,20.06
784,166,2024-02-02,4,42.81
785,110,2024-02-02,9,26.84
786,156,2024-02-02,7,37.1
787,130,2024-02-02,7,99.83
788,105,2024-02-02,8,83.41
789,133,2024-02-02,6,88.97
790,165,2024-02-02,8,94.02
791,118,2024-02-02,3,37.39
792,196,2024-02-02,1,33.22
793,149,2024-02-03,6,27.24
794,111,2024-02-03,1,83.86
795,185,2024-02-03,9,69.56
796,126,2024-02-03,2,27.44
797,163,2024-02-03,2,40.81
798,189,2024-02-03,7,53.14
799,186,2024-02-03,2,55.17
800,159,2024-02-03,8,89.43
801,127,2024-02-03,6,41.15
802,149,2024-02-03,7,91.31
803,177,2024-02-03,7,46.93
804,133,2024-02-03,6,75.91
805,198,2024-02-03,9,93.37
806,199,2024-02-03,9,91.22
807,101,2024-02-03,7,10.41
808,121,2024-02-03,9,24.54
809,155,2024-02-03,3,50.31
810,106,2024-02-03,3,46.0
811,192,2024-02-03,1,65.88
812,181,2024-02-03,5,94.75
813,169,2024-02-03,4,15.68
814,195,2024-02-03,2,47.93
815,105,2024-02-03,9,23.28
816,103,2024-02-03,3,89.94
817,153,2024-02-04,8,96.64
818,123,2024-02-04,6,50.48
819,153,2024-02-04,5,14.88
820,137,2024-02-04,1,79.6
821,174,2024-02-04,4,71.23
